hsgrad,nonwhite,mhs,fhs,income,asvab,nsibs,intact
Yes,Yes,No,Yes,5,0.618,5,No
Yes,Yes,No,No,2.041,-0.342,5,Yes
Yes,Yes,Yes,Yes,0.751,-1.294,3,No
Yes,Yes,Yes,Yes,0.751,-1.816,3,No
Yes,Yes,No,No,3.182,0.422,12,No
Yes,Yes,No,No,5.485,-0.139,5,Yes
Yes,Yes,Yes,Yes,7.5,-0.425,2,Yes
Yes,Yes,No,No,0,-1.48,3,No
Yes,Yes,No,Yes,9,-0.802,1,Yes
Yes,Yes,Yes,No,8.944,-0.925,2,Yes
Yes,Yes,Yes,Yes,9.526,-0.975,2,No
Yes,Yes,No,No,8.497,-0.145,2,Yes
Yes,Yes,Yes,No,5.389,-0.035,3,Yes
Yes,Yes,Yes,No,5.389,-0.172,3,Yes
Yes,Yes,No,No,5.667,-1.01,5,Yes
Yes,Yes,No,No,1.667,0.111,6,No
No,Yes,No,No,1.768,-0.868,6,Yes
Yes,Yes,No,No,1.768,-1.333,6,Yes
Yes,No,No,No,15,1.158,13,Yes
Yes,No,No,No,15,1.226,12,Yes
Yes,Yes,No,Yes,8,0.982,1,Yes
Yes,Yes,No,No,9.839,-1.333,2,Yes
Yes,Yes,No,No,2.737,-0.807,2,Yes
Yes,Yes,No,No,12,-0.299,1,Yes
No,Yes,No,No,3.674,-1.781,5,Yes
Yes,Yes,No,No,6.762,-0.887,4,Yes
Yes,Yes,No,No,3.436,-1.439,4,Yes
No,Yes,No,No,2.5,-1.989,2,No
No,Yes,No,Yes,0.9,-1.398,8,No
Yes,Yes,Yes,No,6.93,1.242,0,No
Yes,Yes,Yes,Yes,7,-0.29,2,No
Yes,Yes,No,Yes,7.071,-1.321,6,Yes
No,Yes,No,No,9.815,-1.39,0,Yes
Yes,Yes,No,No,11.18,-0.037,4,Yes
Yes,No,Yes,No,15.91,0.057,3,Yes
Yes,Yes,No,No,4.5,-1.119,9,Yes
Yes,Yes,No,No,5,-1.475,7,Yes
No,Yes,No,No,4.859,0.171,4,No
No,Yes,No,Yes,0.976,-1.547,2,No
Yes,Yes,No,No,3.408,0.072,2,No
Yes,No,Yes,Yes,7,-0.122,2,No
Yes,Yes,No,No,1.556,0.198,4,No
No,Yes,No,No,1.556,-1.118,4,No
No,Yes,No,No,2.683,0,9,No
Yes,Yes,No,No,4.455,0.555,8,Yes
Yes,Yes,No,No,5.168,0.458,4,Yes
Yes,Yes,Yes,Yes,13.416,0.818,2,Yes
Yes,Yes,Yes,Yes,13.416,-0.383,2,Yes
No,Yes,No,No,3.266,-0.242,3,Yes
No,Yes,No,No,3.266,-0.607,3,Yes
No,Yes,No,No,1.512,-0.627,7,Yes
Yes,Yes,No,Yes,13.5,-0.906,6,No
Yes,Yes,Yes,No,10.206,-0.28,3,Yes
Yes,Yes,Yes,No,1.225,1.109,4,Yes
Yes,Yes,No,Yes,11,-0.338,1,No
Yes,Yes,Yes,No,4.5,-0.23,1,Yes
No,Yes,No,No,6.667,-1.208,9,Yes
Yes,Yes,No,No,13.5,-0.398,1,Yes
Yes,Yes,No,No,1.837,-0.064,3,Yes
No,Yes,No,No,1.837,-0.946,3,Yes
Yes,Yes,No,Yes,13.856,-0.847,0,Yes
No,Yes,No,No,2.4,-1.438,6,Yes
No,Yes,Yes,No,6,-1.498,4,Yes
Yes,No,Yes,No,6.708,0.458,2,Yes
Yes,Yes,No,No,8.67,0.151,3,Yes
No,No,Yes,Yes,4.082,0.23,3,No
Yes,Yes,No,No,2.646,-0.079,5,No
Yes,Yes,No,No,9.827,-0.222,5,Yes
Yes,Yes,No,No,1.5,0.824,1,Yes
No,Yes,No,No,7.348,0.177,5,Yes
Yes,Yes,Yes,No,12.5,-0.8,3,Yes
No,Yes,No,No,4.914,-1.708,3,No
Yes,Yes,No,No,2.948,-1.667,5,Yes
Yes,No,Yes,No,14.087,0.351,2,Yes
Yes,Yes,No,Yes,10.206,1.064,3,Yes
No,No,No,No,10.206,-0.257,3,Yes
Yes,No,No,No,4.025,-0.952,2,Yes
Yes,Yes,Yes,No,4.919,0.184,2,Yes
Yes,Yes,Yes,No,4,-0.771,3,Yes
Yes,Yes,Yes,Yes,5.657,-0.802,0,Yes
No,Yes,No,Yes,2.656,-1.582,7,No
Yes,Yes,Yes,Yes,2.53,-0.979,6,No
Yes,Yes,No,No,5.501,0.817,2,Yes
No,Yes,No,No,1.225,-0.413,4,Yes
Yes,Yes,No,No,12.522,-0.82,2,Yes
Yes,Yes,No,No,3.182,0.95,10,Yes
No,Yes,No,No,2.84,0,6,Yes
Yes,Yes,No,No,4.472,-0.507,4,Yes
Yes,Yes,No,No,1.155,0.519,7,No
Yes,Yes,No,No,9.942,0.118,7,Yes
Yes,Yes,Yes,No,37.501,0.027,2,Yes
Yes,Yes,No,No,1.206,-0.414,7,Yes
No,Yes,No,No,1.206,-1.417,7,Yes
No,Yes,No,No,3.552,-0.243,4,Yes
Yes,Yes,No,Yes,8.05,0.401,2,Yes
Yes,Yes,No,No,5.303,0,8,Yes
Yes,Yes,No,No,3.78,-0.21,4,No
No,Yes,No,No,5.456,-0.887,4,Yes
Yes,Yes,No,No,4.743,0.236,7,Yes
Yes,Yes,No,No,4.743,-0.785,7,Yes
Yes,No,No,No,17.5,0.225,1,Yes
Yes,Yes,Yes,Yes,5.5,-1.632,2,No
Yes,Yes,No,No,5.586,-0.352,5,Yes
No,Yes,No,No,6.325,-1.124,7,Yes
Yes,Yes,No,No,3.78,-0.57,4,No
Yes,No,No,No,3.78,-0.315,4,Yes
Yes,Yes,Yes,Yes,3.674,-1.294,2,Yes
Yes,No,No,No,8.497,0.295,2,Yes
Yes,Yes,No,No,1,-0.86,6,Yes
Yes,Yes,No,No,2.828,-1.295,9,No
Yes,Yes,No,No,4.596,-0.064,13,Yes
Yes,Yes,Yes,No,2.949,-0.24,5,No
Yes,Yes,No,Yes,5.669,-0.843,4,Yes
Yes,Yes,No,No,1.809,-1.497,7,Yes
Yes,Yes,No,Yes,0.794,-0.435,4,No
Yes,Yes,Yes,Yes,1.225,-0.299,3,Yes
No,Yes,No,No,4.009,-0.968,7,Yes
Yes,Yes,Yes,No,5.292,0.037,4,Yes
Yes,Yes,No,Yes,5.367,-0.617,4,No
Yes,Yes,Yes,Yes,3.402,-1.025,4,Yes
Yes,Yes,Yes,Yes,20,0.01,4,Yes
Yes,Yes,No,No,4.158,-1.456,4,Yes
Yes,Yes,Yes,No,4.919,-0.453,5,Yes
Yes,Yes,Yes,No,4.919,-0.579,5,Yes
Yes,Yes,Yes,Yes,3.536,-1.011,13,Yes
Yes,Yes,Yes,Yes,3.536,-1.365,13,Yes
No,Yes,No,No,2.449,-0.723,4,No
Yes,Yes,No,No,1.225,-1.03,8,Yes
Yes,Yes,No,No,4.937,-0.367,7,Yes
No,Yes,No,No,2.449,0,15,Yes
Yes,Yes,No,No,4.243,-1.297,6,Yes
Yes,Yes,No,No,4.243,-0.993,6,Yes
Yes,No,No,No,5.926,0.909,2,Yes
Yes,No,No,No,5.926,-0.108,2,Yes
Yes,Yes,No,No,1.897,-0.828,16,Yes
No,Yes,No,No,1.897,-1.48,16,Yes
Yes,Yes,No,No,2.91,-0.211,5,No
Yes,Yes,No,No,3,0.177,4,No
Yes,Yes,No,No,1.175,-0.56,6,No
Yes,Yes,No,No,3.162,-0.466,11,Yes
Yes,Yes,No,No,3.162,-0.713,10,Yes
Yes,Yes,No,Yes,2.531,-0.38,4,Yes
Yes,Yes,No,No,3.333,-0.518,6,Yes
Yes,Yes,No,Yes,6.891,0.746,7,Yes
Yes,Yes,No,No,9.39,-0.226,1,No
Yes,Yes,No,Yes,2.08,0.893,7,Yes
Yes,Yes,Yes,Yes,3.084,-0.241,3,Yes
No,No,No,No,0.776,-1.005,-3,No
Yes,Yes,No,Yes,12.5,1.328,2,No
Yes,No,No,No,2.245,-0.109,11,Yes
Yes,Yes,No,No,4.164,0.457,3,Yes
No,No,No,No,2.7,-0.651,3,No
Yes,Yes,No,No,5,-1.074,7,No
Yes,Yes,No,No,2.449,-1.143,5,No
No,Yes,No,No,2.244,-0.766,2,No
Yes,Yes,Yes,No,12.522,-1.016,2,No
Yes,Yes,Yes,Yes,3.578,0.108,2,Yes
Yes,Yes,No,No,9.145,-0.388,2,Yes
Yes,Yes,Yes,No,7.603,-1.014,7,No
Yes,Yes,Yes,No,15.061,-0.077,5,No
No,Yes,Yes,No,15.061,-0.935,5,No
Yes,Yes,Yes,Yes,1.414,0.685,2,Yes
Yes,Yes,No,No,3.144,-1.815,4,Yes
Yes,Yes,No,No,1.821,0.541,7,No
Yes,Yes,No,No,1.19,-0.808,2,No
Yes,Yes,No,No,1.19,0.712,2,No
Yes,Yes,No,No,1.308,-1.188,11,Yes
Yes,Yes,No,No,4.514,-0.974,10,Yes
No,Yes,No,No,4.899,-1.495,3,Yes
No,Yes,No,No,3.098,-1.436,13,Yes
Yes,Yes,No,No,3.704,0.626,4,No
Yes,Yes,No,No,3.024,-0.985,6,Yes
Yes,Yes,No,No,5.216,-0.645,2,Yes
Yes,Yes,No,No,1.399,0.147,0,Yes
Yes,Yes,No,No,2.813,-0.531,9,Yes
Yes,Yes,No,No,1.809,0.849,5,No
Yes,Yes,No,No,2.167,-1.73,11,Yes
No,Yes,No,No,1.704,-1.537,1,No
Yes,No,No,Yes,3.118,-0.051,5,No
No,No,No,No,1.682,-0.049,9,No
Yes,Yes,Yes,Yes,2.442,1.213,3,No
Yes,Yes,No,No,5.307,0.547,3,Yes
No,Yes,No,No,5.814,-0.716,2,Yes
Yes,Yes,No,No,3.166,0.833,2,No
No,Yes,No,No,2.25,-1.843,4,Yes
Yes,Yes,No,No,2.25,-0.795,9,Yes
Yes,Yes,Yes,No,8.5,-0.172,3,No
No,Yes,No,No,2.236,-0.577,5,No
Yes,Yes,Yes,Yes,4.899,-0.478,2,Yes
Yes,No,Yes,Yes,2.5,0.895,2,No
Yes,Yes,No,No,4.667,-1.605,11,Yes
Yes,Yes,Yes,Yes,1.484,-1.163,8,Yes
Yes,Yes,Yes,Yes,8.165,0.15,2,Yes
Yes,No,No,No,5.376,-0.214,7,Yes
Yes,Yes,Yes,No,2.808,-0.923,2,No
Yes,Yes,Yes,Yes,4.025,-1.811,2,Yes
Yes,Yes,No,No,5.367,-1.375,6,Yes
Yes,Yes,No,No,5.889,0.261,3,No
Yes,Yes,No,Yes,3.743,1.28,4,No
No,Yes,No,No,4.619,-1.363,2,No
Yes,Yes,No,No,3.13,0.964,3,No
Yes,Yes,No,No,3.13,-0.886,3,No
Yes,No,No,No,2.449,-0.746,3,No
Yes,No,No,No,2.449,-0.685,3,No
Yes,No,No,No,8.5,1.586,1,Yes
Yes,No,Yes,No,8.165,0.043,3,Yes
Yes,Yes,No,No,3.667,-0.994,8,Yes
Yes,Yes,No,No,2.776,-0.166,11,No
Yes,Yes,No,No,10.205,-1.049,7,No
Yes,Yes,Yes,Yes,2.25,0.168,2,No
No,Yes,Yes,Yes,2.475,-1.805,6,No
No,Yes,No,No,7.201,-0.791,3,Yes
Yes,Yes,No,No,5.715,-1.014,4,Yes
Yes,Yes,Yes,No,6.928,0.406,2,Yes
Yes,Yes,Yes,Yes,12.247,0.119,3,Yes
Yes,Yes,Yes,Yes,1.633,-1.022,5,No
Yes,Yes,Yes,Yes,1.633,-0.246,5,No
Yes,Yes,No,No,12.25,0.854,4,Yes
Yes,Yes,No,No,6.94,-1.056,3,Yes
Yes,No,Yes,No,12.701,0.316,2,Yes
Yes,No,Yes,No,11.547,0.449,0,Yes
Yes,No,Yes,Yes,5.5,0.229,1,Yes
Yes,Yes,Yes,No,3,0.553,7,No
Yes,Yes,Yes,No,3.266,0,6,No
Yes,Yes,Yes,No,6.928,0.215,0,Yes
Yes,Yes,Yes,Yes,3.5,-0.131,2,No
Yes,Yes,No,No,6.718,-1.593,7,Yes
Yes,Yes,Yes,No,6.708,-1.338,6,No
No,Yes,Yes,Yes,6.928,-0.992,0,Yes
Yes,Yes,No,No,4.491,0.406,3,No
Yes,Yes,No,No,7.155,-1.078,2,Yes
Yes,Yes,No,No,8.315,-0.214,5,Yes
Yes,Yes,No,No,4.899,-0.936,3,Yes
Yes,Yes,No,No,10.5,-1.046,4,Yes
No,Yes,No,No,9.25,-0.609,4,Yes
Yes,No,Yes,No,13.416,1.292,2,Yes
No,Yes,No,No,5.303,-1.174,6,No
No,Yes,Yes,No,5.339,-0.288,5,Yes
Yes,Yes,Yes,No,5.339,-0.111,5,Yes
Yes,Yes,Yes,Yes,3.584,-0.858,5,No
No,Yes,Yes,Yes,3.584,-1.535,5,No
Yes,Yes,No,No,3.542,-1.047,6,No
Yes,Yes,No,No,4.313,-1.111,9,Yes
Yes,Yes,No,No,13,-0.134,2,Yes
Yes,Yes,No,No,3.266,0.827,2,No
Yes,Yes,Yes,No,8.66,0.452,4,Yes
No,Yes,No,No,12.5,-1.365,2,Yes
Yes,Yes,No,Yes,7.757,0.522,6,Yes
Yes,Yes,Yes,No,7.348,-0.019,7,No
Yes,Yes,No,No,7.348,-0.679,3,Yes
No,Yes,Yes,Yes,4.067,-1.283,6,Yes
Yes,Yes,No,No,7.233,0.64,6,Yes
No,Yes,No,No,4.899,-0.677,5,Yes
Yes,Yes,No,No,4.899,-2.107,5,Yes
Yes,Yes,No,No,4.899,-1.805,3,Yes
Yes,Yes,No,No,7.5,0.078,2,No
Yes,Yes,No,No,6.047,-0.93,4,Yes
Yes,Yes,No,No,7.559,-1.246,4,Yes
No,Yes,No,No,5.657,-1.632,7,Yes
Yes,Yes,No,No,6.5,0.288,4,Yes
No,Yes,No,No,6.5,-0.119,4,Yes
No,Yes,No,No,5.657,-1.092,5,Yes
Yes,Yes,No,No,3.479,0.562,4,No
No,Yes,No,No,1.47,-1.805,8,Yes
Yes,Yes,Yes,No,8.944,-0.087,3,Yes
Yes,Yes,Yes,Yes,11.18,-0.948,3,No
No,Yes,No,Yes,3,-0.743,2,No
No,Yes,No,No,1.5,-1.645,3,Yes
Yes,Yes,Yes,Yes,7.506,0.452,1,No
Yes,Yes,No,No,1.968,-0.656,2,No
Yes,Yes,Yes,Yes,2.2,0.174,2,No
No,Yes,No,No,2.791,-1.796,4,No
Yes,No,No,No,1.773,-1.74,7,Yes
Yes,Yes,No,No,8.333,-1.326,6,Yes
Yes,Yes,No,No,8.333,-1.072,6,Yes
Yes,Yes,No,No,5,0.11,7,Yes
No,Yes,No,No,4.914,-1.626,8,Yes
Yes,Yes,No,No,2.899,-0.48,5,Yes
Yes,Yes,Yes,No,3.253,-0.639,8,Yes
Yes,Yes,Yes,No,3.253,-1.298,8,Yes
Yes,Yes,No,Yes,2.051,-1.003,9,No
Yes,Yes,No,No,10.206,1.447,3,Yes
Yes,Yes,No,No,4.082,-1.347,4,Yes
Yes,Yes,Yes,No,2.98,-1.432,3,Yes
Yes,Yes,Yes,Yes,5.5,-0.346,2,No
Yes,Yes,No,No,4.5,-1.002,6,No
Yes,Yes,No,No,2.236,-0.849,6,No
Yes,Yes,No,Yes,4.899,-0.286,8,Yes
Yes,Yes,No,No,2.828,-1.489,5,Yes
Yes,Yes,No,No,9.839,1.154,2,No
Yes,Yes,No,No,3.811,-0.369,1,No
Yes,No,Yes,No,7,-0.458,1,Yes
No,Yes,No,No,1.508,-1.334,9,No
No,Yes,No,No,1.768,-1.767,5,No
Yes,Yes,No,No,3.402,-1.206,4,Yes
Yes,Yes,No,No,15.652,0.501,2,Yes
Yes,Yes,Yes,Yes,17.5,0.892,1,Yes
Yes,No,No,Yes,4,-0.057,2,No
No,No,No,Yes,4,-1.057,2,No
No,Yes,No,No,5.836,-1.436,9,No
No,Yes,No,No,8.66,-0.869,7,Yes
Yes,No,No,No,10.205,1.483,4,Yes
No,Yes,No,No,3.578,-1.199,7,No
Yes,Yes,No,No,16.706,0.42,3,Yes
Yes,Yes,No,No,2.255,-1.786,10,Yes
Yes,Yes,No,No,2.255,-1.623,10,Yes
No,Yes,No,No,0.98,-1.601,5,Yes
Yes,Yes,No,No,6.667,0.271,6,No
Yes,Yes,No,No,6.667,-0.711,6,No
Yes,Yes,Yes,Yes,7.071,-1.349,2,No
Yes,Yes,No,No,8.5,0.239,3,Yes
Yes,Yes,No,No,8.5,-1.5,3,Yes
Yes,Yes,No,No,2.88,0.003,8,No
Yes,No,No,No,4.919,-1.201,14,Yes
No,No,No,No,4.491,-1.205,6,No
Yes,Yes,No,Yes,3.402,-1.003,7,No
Yes,Yes,No,No,3.402,-0.37,6,No
Yes,Yes,No,No,3.402,-1.027,6,No
Yes,Yes,No,No,3.394,-0.407,2,No
Yes,Yes,No,Yes,2.187,-0.204,8,No
Yes,Yes,No,Yes,5.5,-0.666,3,No
No,Yes,No,No,1.89,-0.983,5,Yes
No,Yes,No,No,2.606,0.301,4,No
No,Yes,No,No,2.606,0.329,4,No
No,Yes,No,No,4.123,-1.122,5,Yes
No,Yes,No,No,2.729,-2.508,6,Yes
Yes,No,Yes,Yes,33.541,0.271,3,Yes
No,No,No,No,6.722,-1.545,2,Yes
Yes,No,Yes,Yes,12,0.84,1,Yes
Yes,No,No,Yes,8.165,-0.234,3,Yes
No,Yes,No,No,5,-2.679,2,Yes
Yes,Yes,No,No,6.351,0.217,7,No
Yes,No,No,No,24.495,1.041,5,Yes
Yes,No,Yes,No,9,0.037,2,Yes
Yes,No,Yes,No,9,0.607,2,Yes
Yes,No,No,No,3.75,-1.111,4,Yes
Yes,Yes,No,No,2.713,1.346,3,No
Yes,Yes,No,Yes,4.472,-0.612,3,No
No,Yes,Yes,Yes,6.5,-1.145,2,No
Yes,No,Yes,Yes,8.55,-0.172,1,Yes
Yes,No,Yes,Yes,10,0.919,1,Yes
Yes,No,No,No,13.416,0.608,3,Yes
Yes,No,No,No,8.497,-1.259,4,No
Yes,Yes,No,No,3.5,-0.162,2,No
Yes,No,No,No,5.657,-0.652,2,No
Yes,Yes,No,No,4.472,-1.098,3,Yes
Yes,Yes,Yes,Yes,3.78,-1.116,4,Yes
Yes,No,Yes,No,12.5,1.09,2,Yes
Yes,No,Yes,No,11,1.126,3,Yes
Yes,Yes,No,No,6.532,-0.929,7,Yes
Yes,No,Yes,No,23.094,1.456,7,Yes
Yes,No,Yes,Yes,8.05,0.642,2,Yes
Yes,No,Yes,No,6.708,-0.161,2,Yes
Yes,No,No,No,8,1.405,2,No
Yes,No,No,No,13.002,0.917,0,Yes
Yes,No,Yes,Yes,8.333,1.041,6,Yes
Yes,No,Yes,Yes,8.333,1.297,6,Yes
Yes,Yes,No,No,6.124,-0.952,3,Yes
Yes,Yes,Yes,Yes,11.628,-0.807,2,Yes
Yes,No,Yes,No,4.899,-0.506,3,Yes
Yes,No,No,No,4.041,0.127,5,Yes
Yes,Yes,No,No,0.302,-1.174,8,Yes
No,Yes,No,No,0.535,0,13,Yes
Yes,Yes,No,No,0.535,-0.906,12,Yes
No,Yes,No,No,3.266,-1.483,3,Yes
Yes,No,No,No,14.289,0.348,3,Yes
Yes,No,Yes,No,6.261,0.177,2,Yes
Yes,Yes,No,No,2.009,-1.101,6,No
Yes,No,Yes,Yes,6.532,0.249,3,Yes
No,No,No,Yes,10.607,0.277,1,Yes
Yes,Yes,Yes,Yes,9.815,1.109,1,No
Yes,No,Yes,No,1,0.428,1,Yes
Yes,No,Yes,No,10,0.794,1,Yes
Yes,No,Yes,No,13.461,0.695,2,Yes
Yes,No,No,No,10.5,0.958,1,No
Yes,No,No,No,6.708,0.711,3,Yes
Yes,No,No,No,2.5,0.71,1,Yes
Yes,No,No,Yes,2.5,-0.472,1,Yes
No,No,No,No,2.858,-1.68,4,No
Yes,No,Yes,Yes,11.258,-0.067,1,Yes
Yes,Yes,No,Yes,14.434,0.608,1,Yes
No,No,Yes,Yes,7.155,0.071,2,Yes
Yes,No,No,No,7.5,1.142,2,No
Yes,No,Yes,Yes,10,0.356,1,Yes
Yes,No,No,No,8.5,0.516,3,Yes
Yes,No,Yes,No,3.879,0.27,5,Yes
Yes,No,Yes,Yes,13.238,0.244,2,Yes
Yes,No,No,No,11.18,0.808,2,Yes
Yes,No,No,No,6.124,0.76,3,Yes
Yes,No,Yes,Yes,6.899,0.115,3,Yes
No,No,Yes,Yes,7.603,-0.733,2,Yes
Yes,No,Yes,Yes,17.5,0.462,4,Yes
Yes,No,No,No,13,1.001,1,Yes
Yes,Yes,No,No,11.18,-0.766,2,Yes
Yes,Yes,No,Yes,7.348,-0.341,4,Yes
No,No,No,No,5.307,-0.568,5,Yes
No,No,No,No,1.541,-0.985,3,No
No,No,No,No,1.541,-0.907,3,No
Yes,Yes,No,Yes,3.843,-0.093,4,No
Yes,Yes,No,Yes,3.843,-0.093,4,Yes
Yes,Yes,No,Yes,3.843,-1.727,4,Yes
Yes,Yes,Yes,No,7.603,0.582,2,Yes
Yes,Yes,No,No,7.603,-1.358,2,Yes
Yes,Yes,Yes,Yes,10.451,0.088,7,No
Yes,Yes,Yes,No,0.495,-0.625,3,No
Yes,No,No,No,17.678,1.555,2,Yes
Yes,Yes,No,No,6,-1.203,6,Yes
Yes,No,Yes,Yes,3.578,1.501,3,Yes
Yes,Yes,No,No,4.025,-0.299,6,No
